>> Recipe detail
================================================================================
Recipe	Machine/count	Somersloop	Power	Ingredients	Products
替代：拼接铁板	装配站 x 176.109	0	-2641.6MW	铁板 [-3302.044/min]; 电线 [-6604.088/min]	强化铁板 [990.613/min]
替代：硝基火箭燃料	混料站 x 26.233	0	-1967.5MW	煤 [-1311.672/min]; 燃料 [-2623.344/min]; 硫磺 [-2623.344/min]; 氮气 [-1967.508/min]	压缩煤 [655.836/min]; 火箭燃料 [3935.016/min]
替代：铸铁螺丝	构筑站 x 472.561	0	-1890.2MW	铁锭 [-5907.009/min]	螺丝 [23628.037/min]
替代：粗制二氧化硅	装配站 x 304.355	0	-4565.3MW	石灰石 [-11413.328/min]; 粗石英 [-6847.997/min]	二氧化硅 [15978.659/min]
替代：氧化铝匀浆	精炼站 x 98.185	0	-2945.6MW	水 [-19637.066/min]; 铝土矿 [-19637.066/min]	氧化铝溶液 [23564.479/min]
替代：热压铜板	精炼站 x 1111.456	0	-33343.7MW	水 [-25007.76/min]; 铜锭 [-25007.76/min]	铜板 [25007.76/min]
替代：浇铸梁	铸造站 x 20.92	0	-334.7MW	钢锭 [-2510.415/min]; 混凝土 [-1673.61/min]	钢梁 [941.406/min]
替代：铁制管道	构筑站 x 936.091	0	-3744.4MW	铁锭 [-93609.066/min]	钢管 [23402.266/min]
替代：超状态计算机	制造站 x 92.162	0	-5068.9MW	电线 [-5529.73/min]; 电池 [-2211.892/min]; 计算机 [-663.568/min]; 电磁控制杆 [-221.189/min]	超级计算机 [221.189/min]
替代：混合涡轮燃油	混料站 x 116.754	0	-8756.5MW	石油焦 [-2626.954/min]; 燃料 [-1751.303/min]; 硫磺 [-2626.954/min]; 重油残渣 [-3502.606/min]	涡轮燃油 [5253.909/min]
替代：涡轮电磁马达	制造站 x 18.53	0	-1019.1MW	马达 [-121.602/min]; 转子 [-121.602/min]; 电磁控制杆 [-86.859/min]; 无线电控制单元 [-156.346/min]	涡轮马达 [52.115/min]
替代：涡轮增压马达	制造站 x 1.994	0	-109.7MW	马达 [-14.958/min]; 定子 [-29.916/min]; 封压方块 [-3.74/min]; 瓶装氮气 [-89.749/min]	涡轮马达 [7.479/min]
涡轮燃油	精炼站 x 27.281	0	-818.4MW	压缩煤 [-409.208/min]; 燃料 [-613.813/min]	涡轮燃油 [511.51/min]
替代：混合型铀棒	制造站 x 84	0	-4620MW	急速电线 [-6300/min]; 二氧化硅 [-1260/min]; 硫磺 [-2100/min]; 铀 [-2100/min]	封装铀棒 [1680/min]
替代：塑性混凝土	精炼站 x 217.797	0	-6533.9MW	水 [-21779.747/min]; 石灰石 [-26135.696/min]	混凝土 [17423.797/min]
替代：铁制电线	构筑站 x 4127.472	0	-16509.9MW	铁锭 [-51593.405/min]	电线 [92868.129/min]
复合铝板	装配站 x 273.962	0	-4109.4MW	铝锭 [-8218.867/min]; 铜锭 [-2739.622/min]	复合铝板 [8218.867/min]
铝土矿（钦金）	转化站 x 46.85	0	-11712.5MW	钦金矿石 [-7027.48/min]; 活性SAM物质 [-468.499/min]	铝土矿 [5621.984/min]
铝土矿（铜）	转化站 x 14.292	0	-3573.1MW	铜矿石 [-2572.622/min]; 活性SAM物质 [-142.923/min]	铝土矿 [1715.082/min]
电缆	构筑站 x 839.389	0	-3357.6MW	电线 [-50363.365/min]	电缆 [25181.683/min]
煤（铁）	转化站 x 5.179	0	-1294.7MW	铁矿石 [-932.17/min]; 活性SAM物质 [-51.787/min]	煤 [621.447/min]
煤（石灰石）	转化站 x 88.197	0	-22049.3MW	石灰石 [-31750.976/min]; 活性SAM物质 [-881.972/min]	煤 [10583.659/min]
铜粉	构筑站 x 119.189	0	-476.8MW	铜锭 [-35756.623/min]	铜粉 [5959.437/min]
电磁控制杆	装配站 x 195.765	0	-2936.5MW	AI限制器 [-783.062/min]; 定子 [-1174.593/min]	电磁控制杆 [783.062/min]
F金锭（铝）	转化站 x 15.88	0	-3970MW	铝锭 [-1905.615/min]; 活性SAM物质 [-952.808/min]	F金锭 [476.404/min]
F金三角	构筑站 x 47.64	0	-190.6MW	F金锭 [-476.404/min]	F金三角 [1429.212/min]
空瓶	构筑站 x 1.496	0	-6MW	铝锭 [-89.749/min]	空瓶 [89.749/min]
散热器	装配站 x 64.475	0	-967.1MW	铜板 [-1450.699/min]; 复合铝板 [-2417.831/min]	散热器 [483.566/min]
活性SAM物质	构筑站 x 85	0	-340MW	SAM物质 [-10200/min]	活性SAM物质 [2550/min]
铁板	构筑站 x 432.444	0	-1729.8MW	铁锭 [-12973.328/min]	铁板 [8648.885/min]
马达	装配站 x 50.332	0	-755MW	转子 [-503.316/min]; 定子 [-503.316/min]	马达 [251.658/min]
硝酸	混料站 x 62.734	0	-4705.1MW	水 [-1882.025/min]; 铁板 [-627.342/min]; 氮气 [-7528.1/min]	硝酸 [1882.025/min]
非裂变贫铀	混料站 x 50.4	0	-3780MW	铀废料 [-1890/min]; 硫酸 [-756/min]; 二氧化硅 [-1260/min]; 硝酸 [-756/min]	水 [756/min]; 非裂变贫铀 [2520/min]
瓶装氮气	灌装站 x 1.496	0	-15MW	氮气 [-358.995/min]; 空瓶 [-89.749/min]	瓶装氮气 [89.749/min]
桶装涡轮燃油	灌装站 x 173.978	0	-1739.8MW	涡轮燃油 [-3479.562/min]; 空桶 [-3479.562/min]	桶装涡轮燃油 [3479.562/min]
石油焦	精炼站 x 87.348	0	-2620.4MW	重油残渣 [-3493.927/min]	石油焦 [10481.781/min]
封装钚棒	装配站 x 75.6	0	-1134MW	混凝土 [-1512/min]; 钚丸 [-756/min]	封装钚棒 [378/min]
钚燃料棒	制造站 x 50.4	0	-2772MW	散热器 [-126/min]; 电磁控制杆 [-75.6/min]; 钢梁 [-226.8/min]; 封装钚棒 [-378/min]	钚燃料棒 [12.6/min]
钚丸	粒子加速站 x 25.2	0	-12600MW	铀废料 [-630/min]; 非裂变贫铀 [-2520/min]	钚丸 [756/min]
封压方块	装配站 x 33.537	0	-503.1MW	焊接模块化框架 [-33.537/min]; 无线电控制单元 [-67.073/min]	封压方块 [33.537/min]
替代：高纯度铝锭	冶炼站 x 654.569	0	-2618.3MW	碎铝渣 [-39274.131/min]	铝锭 [19637.066/min]
激发态光子物质	转化站 x 50.629	0	-12657.2MW		激发态光子物质 [10125.776/min]
无线电控制单元	制造站 x 89.368	0	-4915.2MW	铝制外壳 [-3574.71/min]; 计算机 [-223.419/min]; 晶体振荡器 [-111.71/min]	无线电控制单元 [223.419/min]
聚合橡胶	精炼站 x 210	0	-6300MW	水 [-8400/min]; 聚合树脂 [-8400/min]	橡胶 [4200/min]
火箭燃料	混料站 x 38.098	0	-2857.3MW	涡轮燃油 [-2285.857/min]; 硝酸 [-380.976/min]	压缩煤 [380.976/min]; 火箭燃料 [3809.762/min]
奇点电池	制造站 x 29.797	0	-1638.8MW	铁板 [-2979.719/min]; 混凝土 [-5959.437/min]; 暗物质晶体 [-595.944/min]; 核意面 [-29.797/min]	奇点电池 [297.972/min]
弹道跃迁引擎	制造站 x 23.838	95.351	-17609.1MW	叠加态振荡器 [-119.189/min]; 暗物质晶体 [-2383.775/min]; 奇点电池 [-297.972/min]; 热能推进火箭 [-59.594/min]	弹道跃迁引擎 [119.189/min]
AI拓展伺服器	量子编码站 x 13.009	0	-13008.9MW	激发态光子物质 [-1300.894/min]; 叠加态振荡器 [-52.036/min]; 磁场发生器 [-52.036/min]; 神经量子处理器 [-52.036/min]	暗物质残渣 [1300.894/min]; AI拓展伺服器 [52.036/min]
AI拓展伺服器	量子编码站 x 4.325	8.649	-32671.4MW	激发态光子物质 [-1081.126/min]; 叠加态振荡器 [-43.245/min]; 磁场发生器 [-43.245/min]; 神经量子处理器 [-43.245/min]	暗物质残渣 [1621.689/min]; AI拓展伺服器 [64.868/min]
智能嵌板	装配站 x 148.986	0	-2234.8MW	强化铁板 [-297.972/min]; 转子 [-297.972/min]	智能嵌板 [297.972/min]
自动化线缆	装配站 x 503.634	0	-7554.5MW	电缆 [-25181.683/min]; 定子 [-1259.084/min]	自动化线缆 [1259.084/min]
模块化引擎	制造站 x 148.986	0	-8194.2MW	橡胶 [-2234.789/min]; 马达 [-297.972/min]; 智能嵌板 [-297.972/min]	模块化引擎 [148.986/min]
自适应控制单元	制造站 x 251.817	0	-13849.9MW	电路板 [-1259.084/min]; 计算机 [-503.634/min]; 重型模块化框架 [-251.817/min]; 自动化线缆 [-1259.084/min]	自适应控制单元 [251.817/min]
磁场发生器	装配站 x 95.281	0	-1429.2MW	电磁控制杆 [-95.281/min]; 多功能框架 [-238.202/min]	磁场发生器 [95.281/min]
组装编导系统	装配站 x 167.878	0	-2518.2MW	超级计算机 [-125.908/min]; 自适应控制单元 [-251.817/min]	组装编导系统 [125.908/min]
热能推进火箭	制造站 x 59.594	0	-3277.7MW	冷却系统 [-178.783/min]; 焊接模块化框架 [-59.594/min]; 涡轮马达 [-59.594/min]; 模块化引擎 [-148.986/min]	热能推进火箭 [59.594/min]
核意面	粒子加速站 x 59.594	0	-59594.4MW	封压方块 [-29.797/min]; 铜粉 [-5959.437/min]	核意面 [29.797/min]
定子	装配站 x 593.382	0	-8900.7MW	钢管 [-8900.726/min]; 电线 [-23735.27/min]	定子 [2966.909/min]
硫磺（铁）	转化站 x 5.201	0	-1300.3MW	铁矿石 [-1560.341/min]; 活性SAM物质 [-52.011/min]	硫磺 [624.136/min]
硫酸	精炼站 x 15.12	0	-453.6MW	水 [-756/min]; 硫磺 [-756/min]	硫酸 [756/min]
叠加态振荡器	量子编码站 x 42.894	0	-42893.9MW	激发态光子物质 [-5361.738/min]; 复合铝板 [-1930.226/min]; 晶体振荡器 [-214.47/min]; 暗物质晶体 [-1286.817/min]	叠加态振荡器 [214.47/min]; 暗物质残渣 [5361.738/min]
神经量子处理器	量子编码站 x 31.76	0	-31760.3MW	激发态光子物质 [-2382.019/min]; 时间水晶 [-476.404/min]; 超级计算机 [-95.281/min]; F金三角 [-1429.212/min]	暗物质残渣 [2382.019/min]; 神经量子处理器 [95.281/min]
时间水晶	转化站 x 434.945	0	-108736.3MW	钻石 [-5219.343/min]	时间水晶 [2609.672/min]
抽水站 (水)	抽水站 x 760.292	0	-51057.4MW		水 [228087.599/min]
地热发电机 (Impure)	地热发电机 x 9	0	900MW		
地热发电机 (Normal)	地热发电机 x 13	0	2600MW		
地热发电机 (Pure)	地热发电机 x 9	0	3600MW		
3级采矿机 (煤, Impure)	3级采矿机 x 15	0	-2266.5MW		煤 [4500/min]
3级采矿机 (煤, Normal)	3级采矿机 x 31	0	-4684.1MW		煤 [18600/min]
3级采矿机 (煤, Pure)	3级采矿机 x 16	0	-2417.6MW		煤 [19200/min]
3级采矿机 (铝土矿, Impure)	3级采矿机 x 5	0	-755.5MW		铝土矿 [1500/min]
3级采矿机 (铝土矿, Normal)	3级采矿机 x 6	0	-906.6MW		铝土矿 [3600/min]
3级采矿机 (铝土矿, Pure)	3级采矿机 x 6	0	-906.6MW		铝土矿 [7200/min]
3级采矿机 (铜矿石, Impure)	3级采矿机 x 13	0	-1964.3MW		铜矿石 [3900/min]
3级采矿机 (铜矿石, Normal)	3级采矿机 x 29	0	-4381.9MW		铜矿石 [17400/min]
3级采矿机 (铜矿石, Pure)	3级采矿机 x 13	0	-1964.3MW		铜矿石 [15600/min]
3级采矿机 (钦金矿石, Normal)	3级采矿机 x 9	0	-1359.9MW		钦金矿石 [5400/min]
3级采矿机 (钦金矿石, Pure)	3级采矿机 x 8	0	-1208.8MW		钦金矿石 [9600/min]
3级采矿机 (铁矿石, Impure)	3级采矿机 x 39	0	-5892.9MW		铁矿石 [11700/min]
3级采矿机 (铁矿石, Normal)	3级采矿机 x 42	0	-6346.1MW		铁矿石 [25200/min]
3级采矿机 (铁矿石, Pure)	3级采矿机 x 46	0	-6950.5MW		铁矿石 [55200/min]
3级采矿机 (铀, Impure)	3级采矿机 x 3	0	-453.3MW		铀 [900/min]
3级采矿机 (铀, Normal)	3级采矿机 x 2	0	-302.2MW		铀 [1200/min]
3级采矿机 (粗石英, Impure)	3级采矿机 x 3	0	-453.3MW		粗石英 [900/min]
3级采矿机 (粗石英, Normal)	3级采矿机 x 7	0	-1057.7MW		粗石英 [4200/min]
3级采矿机 (粗石英, Pure)	3级采矿机 x 7	0	-1057.7MW		粗石英 [8400/min]
3级采矿机 (SAM物质, Impure)	3级采矿机 x 10	0	-1511MW		SAM物质 [3000/min]
3级采矿机 (SAM物质, Normal)	3级采矿机 x 6	0	-906.6MW		SAM物质 [3600/min]
3级采矿机 (SAM物质, Pure)	3级采矿机 x 3	0	-453.3MW		SAM物质 [3600/min]
3级采矿机 (石灰石, Impure)	3级采矿机 x 15	0	-2266.5MW		石灰石 [4500/min]
3级采矿机 (石灰石, Normal)	3级采矿机 x 50	0	-7554.9MW		石灰石 [30000/min]
3级采矿机 (石灰石, Pure)	3级采矿机 x 29	0	-4381.9MW		石灰石 [34800/min]
3级采矿机 (硫磺, Impure)	3级采矿机 x 6	0	-906.6MW		硫磺 [1800/min]
3级采矿机 (硫磺, Normal)	3级采矿机 x 5	0	-755.5MW		硫磺 [3000/min]
3级采矿机 (硫磺, Pure)	3级采矿机 x 5	0	-755.5MW		硫磺 [6000/min]
油井 (原油, Impure)	油井 x 10	0	-1343.1MW		原油 [1500/min]
油井 (原油, Normal)	油井 x 12	0	-1611.7MW		原油 [3600/min]
油井 (原油, Pure)	油井 x 8	0	-1074.5MW		原油 [4800/min]
资源井增压站 (原油, Islands)	资源井增压站 x 1	0	-503.7MW		原油 [900/min]
资源井增压站 (原油, RedBambooFields)	资源井增压站 x 1	0	-503.7MW		原油 [1350/min]
资源井增压站 (原油, Swamp)	资源井增压站 x 1	0	-503.7MW		原油 [450/min]
资源井增压站 (氮气, AbyssCliff)	资源井增压站 x 1	0	-503.7MW		氮气 [1650/min]
资源井增压站 (氮气, BlueCrater)	资源井增压站 x 1	0	-503.7MW		氮气 [1500/min]
资源井增压站 (氮气, DuneDesert)	资源井增压站 x 1	0	-503.7MW		氮气 [1800/min]
资源井增压站 (氮气, JungleSpires)	资源井增压站 x 1	0	-503.7MW		氮气 [2100/min]
资源井增压站 (氮气, RockyDesert)	资源井增压站 x 1	0	-503.7MW		氮气 [1950/min]
资源井增压站 (氮气, TitanForest)	资源井增压站 x 1	0	-503.7MW		氮气 [3000/min]
--------------------------------------------------------------------------------
Somersloops in amplification	104
Somersloops in APA	0
APA power boost	+0%
Total net power	0MW
Total raw power	1101786.7MW
================================================================================

>> Net products
================================================================================
Item	Net production	Sinkpoints
--------------------------------------------------------------------------------
钚燃料棒	12.6/min.	1930118 pts/min.
组装编导系统	125.908/min.	62976366 pts/min.
弹道跃迁引擎	119.189/min.	345091220 pts/min.
AI拓展伺服器	116.903/min.	69867481 pts/min.
--------------------------------------------------------------------------------
Total sinkpoints		479865186.363
================================================================================

>> Resource summary
================================================================================
Item	Consumption	Utilized
--------------------------------------------------------------------------------
铁矿石	92100/min.	100%
钦金矿石	15000/min.	100%
铜矿石	36900/min.	100%
石灰石	69300/min.	100%
煤	42300/min.	100%
粗石英	13500/min.	100%
硫磺	10800/min.	100%
铀	2100/min.	100%
铝土矿	12300/min.	100%
SAM物质	10200/min.	100%
原油	12600/min.	100%
氮气	12000/min.	100%
水	228087.599/min.	N/A
================================================================================
